Timestamp,City,AQI,Primary_Pollutant
2026-03-29 00:00:00,delhi,74,pm25
2026-03-29 00:00:00,delhi,74,pm25
2026-03-29 03:00:00,delhi,124,pm25
2026-03-29 03:00:00,delhi,124,pm25
2026-03-29 04:00:00,delhi,144,pm25
2026-03-29 04:00:00,delhi,144,pm25
2026-03-29 05:00:00,delhi,139,pm25
2026-03-29 16:00:00,delhi,71,o3
2026-03-29 17:00:00,delhi,64,o3
2026-03-29 17:00:00,delhi,64,o3
2026-03-29 18:00:00,delhi,65,pm25
2026-03-29 19:00:00,delhi,85,pm25
2026-03-29 19:00:00,delhi,85,pm25
2026-03-29 20:00:00,delhi,99,pm25
2026-03-29 20:00:00,delhi,99,pm25
2026-03-29 21:00:00,delhi,99,pm25
2026-03-30 05:00:00,delhi,97,pm25
2026-03-30 06:00:00,delhi,89,pm25
2026-03-30 06:00:00,delhi,89,pm25
2026-03-30 06:00:00,delhi,89,pm25
2026-03-30 16:00:00,delhi,104,pm25
2026-03-30 16:00:00,delhi,104,pm25
2026-03-30 16:00:00,delhi,104,pm25
2026-03-31 03:00:00,delhi,61,pm25
2026-03-31 03:00:00,delhi,61,pm25
2026-03-31 04:00:00,delhi,65,pm25
2026-03-31 05:00:00,delhi,72,pm25
2026-03-31 05:00:00,delhi,72,pm25
2026-03-31 05:00:00,delhi,72,pm25
2026-03-31 06:00:00,delhi,68,pm25
2026-03-31 06:00:00,delhi,68,pm25
2026-03-31 07:00:00,delhi,72,pm25
2026-04-01 02:00:00,delhi,151,pm25
2026-04-01 02:00:00,delhi,151,pm25
2026-04-01 03:00:00,delhi,155,pm25
2026-04-01 04:00:00,delhi,155,pm25
2026-04-02 00:00:00,delhi,170,pm25
2026-04-02 00:00:00,delhi,170,pm25
2026-04-02 00:00:00,delhi,170,pm25
2026-04-02 02:00:00,delhi,91,pm25
2026-04-02 02:00:00,delhi,91,pm25
2026-04-02 03:00:00,delhi,97,pm25
2026-04-02 03:00:00,delhi,97,pm25
2026-04-02 04:00:00,delhi,102,pm25
2026-04-02 04:00:00,delhi,102,pm25
2026-04-02 05:00:00,delhi,109,pm25
2026-04-02 05:00:00,delhi,109,pm25
2026-04-02 05:00:00,delhi,109,pm25
2026-04-02 06:00:00,delhi,114,pm25
2026-04-02 18:00:00,delhi,142,pm25
2026-04-02 19:00:00,delhi,155,pm25
2026-04-03 01:00:00,delhi,70,pm25
2026-04-03 01:00:00,delhi,70,pm25
2026-04-03 02:00:00,delhi,72,pm25
2026-04-03 03:00:00,delhi,76,pm25
2026-04-03 03:00:00,delhi,76,pm25
2026-04-03 04:00:00,delhi,93,pm25
2026-04-03 04:00:00,delhi,93,pm25
2026-04-03 05:00:00,delhi,117,pm25
2026-04-03 19:00:00,delhi,55,pm25
2026-04-03 19:00:00,delhi,55,pm25
2026-04-03 20:00:00,delhi,61,pm25
2026-04-03 20:00:00,delhi,61,pm25
2026-04-03 21:00:00,delhi,61,pm25
2026-04-03 21:00:00,delhi,61,pm25
2026-04-04 01:00:00,delhi,102,pm25
2026-04-04 02:00:00,delhi,112,pm25
2026-04-04 03:00:00,delhi,129,pm25
2026-04-04 03:00:00,delhi,129,pm25
2026-04-04 03:00:00,delhi,129,pm25
2026-04-04 04:00:00,delhi,139,pm25
2026-04-04 04:00:00,delhi,139,pm25
2026-04-04 12:00:00,delhi,87,pm25
2026-04-04 13:00:00,delhi,97,pm25
2026-04-04 13:00:00,delhi,97,pm25
2026-04-04 13:00:00,delhi,97,pm25
2026-04-04 19:00:00,delhi,117,pm25
2026-04-04 20:00:00,delhi,97,pm25
2026-04-05 01:00:00,delhi,112,pm25
2026-04-05 01:00:00,delhi,112,pm25
2026-04-05 02:00:00,delhi,95,pm25
2026-04-05 06:00:00,delhi,107,pm25
2026-04-05 06:00:00,delhi,107,pm25
2026-04-05 21:00:00,delhi,112,pm25
2026-04-05 21:00:00,delhi,112,pm25
2026-04-06 01:00:00,delhi,85,pm25
2026-04-06 01:00:00,delhi,85,pm25
2026-04-06 02:00:00,delhi,85,pm25
2026-04-06 02:00:00,delhi,85,pm25
2026-04-06 21:00:00,delhi,132,pm25
2026-04-06 22:00:00,delhi,102,pm25
2026-04-06 22:00:00,delhi,102,pm25
2026-04-07 21:00:00,delhi,46,pm25
2026-04-07 21:00:00,delhi,46,pm25
2026-04-07 22:00:00,delhi,42,pm25
2026-04-08 02:00:00,delhi,42,pm25
2026-04-08 03:00:00,delhi,38,pm25
2026-04-08 03:00:00,delhi,38,pm25
2026-04-08 23:00:00,delhi,53,pm25
2026-04-09 18:00:00,delhi,65,pm25
2026-04-09 18:00:00,delhi,65,pm25
2026-04-09 19:00:00,delhi,68,pm25
2026-04-10 01:00:00,delhi,112,pm25
2026-04-10 01:00:00,delhi,112,pm25
2026-04-10 02:00:00,delhi,117,pm25
2026-04-10 02:00:00,delhi,117,pm25
2026-04-10 03:00:00,delhi,119,pm25
2026-04-10 16:00:00,delhi,89,pm25
2026-04-10 17:00:00,delhi,99,pm25
2026-04-10 18:00:00,delhi,107,pm25
2026-04-11 03:00:00,delhi,122,pm25
2026-04-11 03:00:00,delhi,122,pm25
2026-04-11 03:00:00,delhi,122,pm25
2026-04-11 04:00:00,delhi,132,pm25
2026-04-11 04:00:00,delhi,132,pm25
2026-04-11 05:00:00,delhi,142,pm25
2026-04-11 06:00:00,delhi,137,pm25
2026-04-11 06:00:00,delhi,137,pm25
2026-04-11 07:00:00,delhi,132,pm25
2026-04-12 00:00:00,delhi,46,pm25
2026-04-12 00:00:00,delhi,46,pm25
2026-04-12 01:00:00,delhi,50,pm25
2026-04-12 02:00:00,delhi,50,pm25
2026-04-12 05:00:00,delhi,48,o3
2026-04-12 05:00:00,delhi,48,o3
2026-04-12 14:00:00,delhi,39,o3
2026-04-14 02:00:00,delhi,68,pm25
2026-04-14 02:00:00,delhi,68,pm25
2026-04-14 02:00:00,delhi,68,pm25
2026-04-14 03:00:00,delhi,50,pm25
2026-04-14 04:00:00,delhi,57,pm25
